1,2,3,4,5,6,7,9,10,10
1,2,3,4,5,6,7,10,11,10
1,2,3,4,5,6,7,11,12,10
1,2,3,4,5,6,7,12,13,10
1,2,3,4,5,6,7,13,14,10
1,2,3,4,5,6,7,14,15,10
1,2,3,4,5,6,7,15,16,10
1,2,3,4,5,6,7,16,17,10
1,2,3,4,5,6,7,17,18,10
1,2,3,4,5,6,7,18,19,10
1,2,3,4,5,6,7,19,20,10
1,2,3,4,5,6,7,20,21,10
1,2,3,4,5,6,7,21,22,10
1,2,3,4,5,6,7,22,23,10
1,2,3,4,5,6,7,23,24,10
1,2,3,4,5,6,7,24,25,10
1,2,3,4,5,6,7,25,26,10
1,2,3,4,5,6,7,26,27,10
1,2,3,4,5,6,7,27,28,10
1,2,3,4,5,6,7,28,29,10
1,2,3,4,5,6,7,29,30,10
1,2,3,4,5,6,7,30,31,10
1,2,3,4,5,6,7,31,32,10
1,2,3,4,5,6,7,32,33,10
1,2,3,4,5,6,7,33,34,10
1,2,3,4,5,6,7,34,35,10
1,2,3,4,5,6,7,35,36,10
1,2,3,4,5,6,7,36,37,10
1,2,3,4,5,6,7,37,38,10
1,2,3,4,5,6,7,38,39,10
1,2,3,4,5,6,7,39,40,10
1,2,3,4,5,6,7,40,41,10
1,2,3,4,5,6,7,41,42,10
1,2,3,4,5,6,7,42,43,10
1,2,3,4,5,6,7,43,44,10
1,2,3,4,5,6,7,44,45,10
1,2,3,4,5,6,7,45,46,10
1,2,3,4,5,6,7,46,47,10
1,2,3,4,5,6,7,47,48,10
1,2,3,4,5,6,7,48,49,10
1,2,3,4,5,6,7,49,50,10
1,2,3,4,5,6,7,50,51,10
1,2,3,4,5,6,7,51,52,10
1,2,3,4,5,6,7,52,53,10
1,2,3,4,5,6,7,53,54,10
1,2,3,4,5,6,7,54,55,10
1,2,3,4,5,6,7,55,56,10
1,2,3,4,5,6,7,56,57,10
1,2,3,4,5,6,7,57,58,10
1,2,3,4,5,6,7,58,59,10
1,2,3,4,5,6,7,59,60,10
1,2,3,4,5,6,7,60,61,10
1,2,3,4,5,6,7,61,62,10
1,2,3,4,5,6,7,62,63,10
1,2,3,4,5,6,7,63,64,10
1,2,3,4,5,6,7,64,65,10
1,2,3,4,5,6,7,65,66,10
1,2,3,4,5,6,7,66,67,10
1,2,3,4,5,6,7,67,68,10
1,2,3,4,5,6,7,68,69,10
1,2,3,4,5,6,7,69,70,10
1,2,3,4,5,6,7,70,71,10
1,2,3,4,5,6,7,71,72,10
1,2,3,4,5,6,7,72,73,10
1,2,3,4,5,6,7,73,74,10
1,2,3,4,5,6,7,74,75,10
1,2,3,4,5,6,7,75,76,10
1,2,3,4,5,6,7,76,77,10
1,2,3,4,5,6,7,77,78,10
1,2,3,4,5,6,7,78,79,10
1,2,3,4,5,6,7,79,80,10
1,2,3,4,5,6,7,80,81,10
1,2,3,4,5,6,7,81,82,10
1,2,3,4,5,6,7,82,83,10
1,2,3,4,5,6,7,83,84,10
1,2,3,4,5,6,7,84,85,10
1,2,3,4,5,6,7,85,86,10
1,2,3,4,5,6,7,86,87,10
1,2,3,4,5,6,7,87,88,10
